'FP1-*SD', 'FP2-*SD', 'F3-*SD', 'F4-*SD', 'C3-*SD', 'C4-*SD', 'P3-*SD', 'P4-*SD', 'O1-*SD', 'O2-*SD', 'F7-*SD', 'F8-*SD', 'T7-*SD', 'T8-*SD', 'P7-*SD', 'P8-*SD', 'FZ-*SD', 'CZ-*SD', 'PZ-*SD'
-1.31797,-0.252742,0.536058,-0.419958,0.0593953,0.560995,-6.26471,-1.28705,-2.24125,-0.468647,1.80316,0.663246,2.35321,0.905037,1.52578,3.45616,0.188693,1.42439,-4.0442
-2.10134,0.193579,-0.22968,-1.47844,-0.335527,0.15569,-5.42433,-1.12932,-2.24004,-0.423111,1.46968,0.584254,2.21718,0.942006,1.65007,3.2857,0.407065,1.96346,-3.7799
-2.30037,0.493752,-0.898576,-1.48751,-0.255744,-0.0170468,-4.82875,-0.614184,-2.48394,-0.466637,1.31059,0.0145441,2.37712,1.12058,1.79979,3.45418,0.158723,1.56518,-3.57651
-2.36983,0.946187,-0.61339,-1.47559,-0.379334,0.263167,-4.25809,-0.201493,-2.44707,-0.416565,1.55102,0.132506,2.39416,0.737997,1.63767,3.09301,-0.600268,0.934672,-3.23858
-2.75665,1.45389,-1.47289,-1.22786,-0.458457,0.497766,-3.88214,0.0513253,-2.34249,-0.28789,1.67391,0.0493948,2.31576,0.50293,1.53316,2.62629,-1.15833,0.7558,-2.93709
-2.228,1.93324,-1.58726,0.281656,-0.729915,0.269924,-3.48236,-0.127026,-2.24162,-0.101423,1.57996,-0.227679,2.08115,0.431112,1.30591,2.37928,-2.0745,0.648279,-2.57284
-2.40623,0.993308,-1.19834,-0.406608,-0.60969,0.280195,-3.31848,-0.194506,-2.27664,-0.0899679,1.56724,1.40401,2.01109,0.32469,0.896179,1.95655,-2.24834,0.196824,-2.05705
-2.91877,1.08557,-1.2843,-0.686184,-0.653214,0.380681,-3.35874,-0.51799,-2.10363,0.0243884,1.6085,2.27263,2.07469,0.190022,0.878547,2.09413,-2.35922,-0.229043,-1.4768
-2.29707,0.642679,-0.93191,0.202425,-1.11855,-0.130187,-3.43583,-1.19422,-1.99073,0.588343,1.88155,2.37597,2.11087,0.414914,0.680188,1.75286,-2.05061,-0.584606,-0.900964
-2.16515,0.853564,-0.933593,0.579727,-1.23594,-0.573726,-2.92074,-1.42624,-1.78445,0.885698,2.16576,2.49968,1.84564,0.223577,0.721497,1.36738,-2.13203,-0.723214,-0.869752
-3.02178,2.07992,-0.685969,-1.93936,-1.12163,-0.623988,-2.47002,-1.44386,-1.69493,1.04207,1.67952,2.91561,1.62615,-0.0963143,0.851063,1.05211,-1.65321,-0.345203,-0.563054
-2.56013,1.39927,-1.0063,-1.67175,-0.866053,-0.554784,-2.21917,-1.50217,-1.59645,1.07035,1.24119,2.60334,1.58119,-0.416786,0.914073,0.72828,-1.22936,-0.168184,-0.0739874
-2.22504,1.13204,-0.752678,-0.859421,-0.334773,-0.189666,-2.15822,-1.3324,-1.59118,0.938082,0.946328,2.20762,1.64949,-0.680455,1.04878,0.718623,-1.81331,-0.369206,0.0823539
-2.31318,1.27529,-0.694303,-1.15836,-0.666548,-0.0832828,-2.20923,-1.59935,-1.12723,0.579129,1.50669,1.60057,1.47287,-0.111017,1.18472,0.797889,-2.6637,-0.163132,0.0713138
-2.73355,0.924608,-0.491589,-1.51905,-0.416348,0.0472364,-2.21707,-1.79097,-0.831424,0.409863,1.62408,2.35301,1.27799,-0.356346,1.29699,0.501493,-3.02709,-0.13892,0.0723198
-2.33868,0.821521,-0.166255,-1.14975,-0.455595,-0.400442,-2.23473,-2.01997,-0.358188,0.265481,0.944076,2.23095,1.39243,-0.00111429,1.19591,0.0923812,-3.41434,-0.517768,0.413454
-2.26273,0.671024,-0.423526,-0.945633,-0.669724,-0.484096,-2.21259,-2.28009,-0.149379,0.0224495,0.207302,2.30181,1.47162,0.915791,1.20926,-0.252433,-3.24259,-0.919633,0.368468
-2.70268,1.13221,-0.0547173,-2.05981,-0.471477,-0.55412,-2.41852,-2.73592,-0.070858,-0.0444139,0.794637,2.03051,1.39109,1.21922,1.21256,-0.214635,-2.8952,-0.949853,0.749765
-1.24605,1.24747,-0.00652259,0.155651,-1.12465,-2.14601,-2.84031,-3.25354,0.194397,0.0216847,0.690218,2.38424,1.23489,1.83564,1.29085,-0.46735,-2.45405,-0.427345,1.03245
-1.23688,1.35123,-0.177831,0.695949,-1.26091,-2.5715,-3.11904,-3.3729,0.325986,0.332914,1.0153,2.76841,1.1889,1.79745,1.05056,-0.547735,-2.24769,0.0227049,0.957644
-1.87233,2.11049,-0.0264737,-1.07903,-1.57033,-2.77146,-3.55979,-3.66905,0.473924,0.175031,1.32646,2.97573,1.41052,1.81465,0.521734,-0.913219,-1.64472,0.839915,1.35687
-2.23074,2.1383,-0.0138298,-0.893814,-1.99503,-2.61216,-3.87504,-3.66433,0.545317,-0.0640514,1.53446,2.81793,1.44646,2.03213,0.112571,-1.10335,-1.35657,1.19404,1.323
-1.70104,1.38272,-0.383706,-0.2403,-1.9399,-2.16975,-4.14114,-3.90679,0.648379,-0.152384,1.31646,2.56387,1.40934,2.50432,-0.150987,-1.12944,-1.53245,1.20537,1.38341
-2.00224,1.65245,-0.794181,-0.357337,-1.92484,-1.57179,-3.99853,-3.77401,0.625763,-0.505325,1.20011,2.38009,1.34615,2.12329,-0.192534,-0.910641,-2.13045,1.06664,1.83492
-1.65295,1.47426,-1.01836,-0.137121,-1.90015,-1.21129,-3.90005,-3.46386,0.521806,-0.603246,1.02037,1.44004,1.09717,1.89389,0.380056,-0.657797,-1.87181,1.18116,2.15126
-1.68829,1.55784,-1.23791,-0.758383,-1.57564,-0.883035,-3.79863,-3.24959,0.412681,-0.715236,0.819565,1.68546,1.15119,1.92642,0.239853,-1.32522,-1.59461,1.35483,2.37761
-1.17609,1.19581,-1.21246,-0.509583,-1.51325,-0.581458,-3.26905,-3.14684,0.265858,-0.932156,0.909934,1.85665,0.861174,2.00279,0.139817,-1.49877,-1.587,1.34234,2.38507
-1.01665,0.221779,-1.2166,-0.393921,-1.09248,-0.340377,-2.72861,-2.77181,0.233852,-1.2439,0.737462,1.90186,0.941957,1.72846,-0.0818137,-1.9197,-1.7871,1.455,2.44158
-0.749002,0.460139,-0.967132,0.112086,-0.819542,-1.00442,-2.39082,-2.9664,0.125807,-1.57736,1.17257,2.25129,0.643682,1.708,-0.100874,-2.48019,-2.04523,1.96896,2.79507
-0.833167,0.234756,-0.513059,-1.21599,-0.71721,-0.419344,-1.8983,-2.58638,0.0372201,-1.78809,0.726022,2.32676,0.502,0.952961,-0.81607,-2.20563,-1.35583,2.71999,3.0198
-0.453224,-0.176575,-0.270813,-0.418735,-0.415279,-0.745642,-1.31217,-2.52837,-0.171319,-2.07684,0.97942,2.77786,0.249526,0.553777,-1.27708,-2.232,-0.968491,2.7951,3.06285
-1.04416,1.27833,0.187939,-0.628862,-0.0948881,-0.780322,-1.00785,-2.33335,-0.552016,-2.66616,1.24904,2.35713,0.378463,0.905171,-1.86538,-3.00769,-0.69505,2.47496,3.52034
-1.30958,2.2541,0.500753,-1.16029,0.344439,-0.40548,-0.978917,-2.17139,-0.838501,-2.94834,0.968901,1.79487,0.462281,0.496884,-2.52161,-3.23568,-0.21154,2.65437,3.97742
0.225628,1.09644,0.896738,0.67567,0.882795,-0.414228,-1.09133,-1.91964,-0.97058,-3.05523,-0.0315588,0.917383,0.223373,-0.180448,-2.35749,-3.12679,0.474614,2.805,4.17264
1.01868,0.60677,0.467748,1.46828,1.39348,-0.479722,-1.05187,-1.89519,-1.40847,-3.05777,-0.687919,0.663875,-0.0232078,-0.0677342,-2.13907,-3.82875,1.39575,3.39874,4.31507
0.300118,0.0728766,-0.73322,0.75699,1.79117,-0.111675,-1.1105,-1.4304,-1.6381,-3.2259,-0.296012,1.03952,0.0862695,-0.369153,-2.06312,-3.6664,1.77826,3.47574,4.27883
0.193584,0.629968,0.513274,0.0651593,1.6633,-0.612116,-0.541007,-0.954002,-1.89861,-3.0802,-0.365037,1.64508,0.0295829,-0.914941,-2.29503,-4.00952,1.48756,3.20459,4.31056
0.571681,0.46966,1.20438,0.536468,1.37326,-1.45701,-0.194668,-0.31877,-1.75315,-2.62094,-0.171681,1.85539,-0.0355577,-1.20183,-2.43968,-4.63011,1.03875,3.20534,4.47681
0.308115,0.150711,1.14785,-0.315098,1.41228,-1.67939,0.511132,0.136854,-1.63035,-2.45104,0.138994,1.6879,-0.0941921,-1.17477,-2.79566,-4.58143,1.25819,3.32213,4.49195
0.124575,0.0820592,1.31657,-0.857383,1.36165,-2.09454,1.51764,0.433893,-1.61452,-2.31638,-0.0624241,1.50468,-0.249212,-0.941446,-3.04632,-4.493,1.3064,3.26713,4.29
0.481533,0.0786761,1.52048,-0.00199582,1.71953,-2.06958,1.79423,0.769543,-1.6646,-2.40888,0.134412,0.927224,-0.221764,-0.995906,-3.16972,-4.1984,1.39004,3.07803,3.81964
0.926067,-0.111089,1.7454,0.940673,2.04121,-1.35321,1.51378,0.906157,-1.79844,-2.60125,-0.193589,0.522294,-0.373195,-1.38543,-3.0072,-4.03839,1.46989,2.40526,3.85495
1.00391,0.0726591,1.7915,0.735182,2.16417,-0.771262,1.40767,0.900641,-1.81576,-2.88866,-0.175469,0.286842,-0.330964,-1.23746,-2.84432,-4.15597,1.32676,1.90116,3.79327
0.575316,0.353839,1.03841,0.720814,1.42813,-0.74615,1.25321,0.720267,-1.81306,-3.05877,0.141527,0.0848229,0.0684122,-0.80129,-2.67333,-4.23112,1.19403,1.7147,3.93419
0.35537,0.357439,0.866113,0.376682,0.945691,-0.408019,1.59967,0.404811,-1.47628,-3.15133,0.467993,0.128859,0.160279,-0.353423,-2.3554,-4.1776,1.33293,1.49496,3.72709
0.0947679,0.206604,0.637455,-0.310104,0.99236,-0.208452,1.81325,0.32253,-1.13796,-3.22917,0.852043,1.10736,-0.122699,0.073426,-2.09498,-4.04914,1.314,1.01263,3.29975
0.557477,-0.220361,0.943044,0.854564,0.520987,-0.442464,1.94727,0.501709,-0.694194,-3.07965,1.04558,1.65534,-0.129482,0.0542833,-2.34593,-4.0569,1.15627,0.893721,2.98281
0.820652,-0.281039,1.08139,1.28501,0.813453,-0.862414,1.55469,0.767398,-0.513456,-2.97331,0.432342,1.88011,-0.261869,0.198277,-2.27997,-4.21847,1.44845,0.7419,2.7122
0.918461,0.507091,1.68842,1.75443,0.929873,-0.829882,1.47,0.90251,-0.339102,-2.68918,0.0999129,0.979212,-0.391141,-0.447196,-2.2946,-3.6931,1.61802,0.778667,2.11046
1.34169,0.738274,1.9927,1.83489,0.713323,-0.667924,1.58034,0.762219,-0.229031,-2.7224,0.312387,0.644377,-0.573126,-0.330622,-2.80975,-3.59621,1.6035,1.00845,1.95623
1.7492,0.454267,2.01105,1.87463,0.291795,-0.24774,1.82156,0.770738,-0.133114,-2.76506,0.60466,0.104899,-0.600436,-0.470198,-3.05494,-3.22685,1.52927,0.916946,1.98221
2.08273,-0.214658,2.41939,2.89984,-0.314457,-0.44141,1.8624,0.880936,-0.284734,-2.98687,1.46991,0.120933,-0.732635,-0.843702,-3.01008,-3.16498,1.3128,0.78055,2.5572
2.21157,-0.0458685,2.80412,2.37269,-0.154262,-0.722639,1.38643,0.621376,-0.320169,-3.02742,1.47631,0.485292,-0.729916,-0.818937,-2.98441,-3.34832,1.92347,0.620659,2.77967
2.10029,0.094069,3.43123,1.81945,-0.254549,0.116675,1.31418,0.708652,-0.128858,-2.87557,1.08512,0.541688,-0.738133,-1.17803,-3.02324,-3.12142,2.11637,0.557588,2.4049
2.84955,-0.422571,3.42659,2.44127,-0.209704,0.421493,0.889332,0.17706,0.0463575,-2.70924,1.18877,0.491747,-0.847195,-0.428231,-2.98552,-2.97086,2.22781,0.0786921,2.03253
1.65156,0.180361,3.04998,1.6508,-0.702398,0.593488,0.826474,-0.31546,0.172981,-2.41955,1.98101,0.911872,-0.763178,0.238459,-3.12604,-3.07168,2.11164,-0.454846,1.90023
0.831053,0.769906,2.77034,0.790567,-0.658466,0.487768,0.216907,-0.29407,0.297864,-2.38793,2.19432,1.22744,-0.632383,0.210481,-2.97296,-2.78447,2.1276,-0.261117,1.8431
1.13634,0.471207,2.08387,0.534991,-1.07226,0.300151,0.000267549,0.00428586,0.368008,-2.34193,1.47475,1.35575,-0.40716,0.241761,-2.45857,-2.23523,2.59599,0.0733714,1.65988
1.50879,-0.31151,1.83493,1.6432,-0.975429,0.19865,0.0144385,0.535939,0.203264,-2.17796,1.02628,1.16491,-0.186445,-0.116015,-2.30288,-2.13457,2.38494,0.0867928,1.72006
1.89852,-0.198951,2.11372,1.87147,-1.31029,0.0784407,0.00900475,0.524754,-0.0607072,-2.15377,1.31942,1.30064,-0.306324,0.00997416,-2.33948,-2.32181,2.22266,0.291402,1.90142
2.69883,-0.361604,2.80429,2.32143,-1.49866,0.603056,0.211597,0.584113,-0.146761,-2.3537,1.36516,0.243436,-0.736135,0.0184969,-2.50876,-2.36242,1.85796,0.473293,2.08789
2.29803,-0.652353,2.17176,2.11084,-1.45869,0.640587,0.0805078,0.80788,-0.206348,-2.33732,1.12945,0.481381,-0.745291,-0.183482,-2.23761,-2.07467,1.39027,0.918531,2.14074
1.53692,-1.02388,0.803756,1.28149,-1.38614,0.87788,-0.431468,1.21551,-0.169241,-2.23835,1.43874,0.845031,-0.765235,-0.31525,-1.67892,-1.62922,2.03291,0.836239,1.9835
1.75893,-0.715567,1.65012,0.730851,-1.46815,0.786962,-0.583273,1.53456,-0.297486,-2.09957,0.723821,0.829101,-0.706185,-0.0414744,-1.7519,-1.2125,1.27211,0.884723,1.59717
1.42753,0.0648298,1.31095,-0.78498,-1.23352,0.868976,-0.6369,1.88133,-0.346973,-1.7996,0.556033,1.00099,-0.628112,0.310812,-1.66207,-1.19064,0.773896,0.7283,1.17269
0.594218,0.394532,1.18825,-1.27759,-0.701801,1.62307,-0.565644,1.95059,-0.405969,-1.31233,0.698126,0.683873,-0.75948,-0.0212609,-1.71925,-0.806775,0.42038,0.42176,0.858386
0.868075,-0.48047,0.545171,-1.29883,-0.327288,1.26405,-0.50402,2.36484,-0.596216,-0.758673,0.698689,0.796271,-0.640966,-0.217439,-1.82616,-0.567441,0.388601,0.413001,1.01996
0.874618,-0.478633,0.112322,-0.325645,-0.0763967,0.742792,-0.332858,2.68462,-0.690614,-0.387572,1.06871,0.0585536,-0.355229,-0.253627,-2.17324,-0.164394,0.368745,0.475176,1.19501
0.563572,-0.477546,0.441639,-0.583464,0.125719,0.730802,-0.394327,2.98622,-0.675447,-0.184882,1.19581,0.0292139,-0.264262,-0.924713,-2.1959,-0.349713,0.401684,0.292837,1.81431
0.371812,0.336658,0.682366,-1.22047,-0.0874035,0.627348,-0.0667897,3.47004,-0.707031,-0.127091,0.563685,0.235852,-0.632769,-1.53701,-1.99435,-0.642178,0.172409,0.43814,1.98902
0.242909,-0.282875,0.230181,-0.944002,-0.122594,0.588411,0.0337653,3.69963,-0.649335,-0.224388,-0.0037135,-0.0129324,-0.578089,-1.39603,-2.05964,-0.963147,-0.281316,0.639222,2.63437
0.468894,-1.11798,-0.592905,-0.123466,-0.530567,1.11974,0.14667,3.46311,-0.806005,-0.354238,-0.336884,0.0973933,-0.408633,-1.58188,-1.66735,-1.61081,-0.525668,0.678649,3.02514
0.258343,-1.01436,-1.08672,0.10694,-0.581167,1.5484,0.0913753,3.53139,-0.71301,-0.648978,-0.0620402,0.961419,-0.450745,-1.89472,-1.40229,-1.91085,-0.424995,0.522047,2.87718
1.08226,-0.354475,-1.84983,1.69813,-0.974203,1.73059,0.388996,3.33753,-0.776566,-0.904763,-0.0642668,0.670725,-0.468058,-1.63605,-1.0946,-1.91364,-0.640909,0.514095,2.47231
1.76894,-0.456353,-2.21256,2.53451,-0.86272,1.43448,0.766486,2.97654,-0.659604,-1.1114,-0.50109,0.478337,-0.584615,-1.58101,-1.12753,-1.79551,0.0716896,0.416917,2.20082
1.1095,-0.351261,-2.52287,2.0762,-0.964265,2.03799,1.15441,2.78933,-0.620048,-1.08244,-0.470378,0.63283,-0.234608,-1.87212,-0.86792,-1.84944,-0.204396,0.659429,1.90475
1.02186,-0.288723,-2.47266,1.79086,-0.765483,2.62247,1.35994,2.81578,-0.571067,-1.19335,-0.754052,0.611494,-0.251477,-2.07938,-0.172641,-1.86046,-0.737963,0.494905,1.74964
0.135871,0.377109,-2.41437,1.15442,-0.803818,2.66449,1.69887,2.78096,-0.329897,-1.2642,-0.468586,0.319252,-0.27497,-1.99001,-0.0197075,-1.47766,-1.21976,0.604249,1.28676
0.278476,-0.21229,-2.13341,1.60514,-0.729758,2.6327,1.80875,2.51797,-0.209574,-1.39232,-0.19387,0.266687,-0.136126,-1.91462,0.500961,-1.22734,-0.928917,0.279505,0.84082
-0.0433066,-1.32048,-1.86965,0.671594,-0.398234,2.47203,1.68414,2.10369,0.221657,-1.16172,-0.20485,1.27371,-0.117468,-1.67493,1.10672,-0.815079,-1.00783,-0.135602,0.627395
-1.40532,-0.487381,-1.82786,-0.926169,-0.200113,2.42962,1.60677,1.996,0.466205,-0.964725,-0.294809,1.89814,-0.1199,-2.1301,1.97647,-0.480834,-1.93718,-0.495618,0.0534123
-1.28626,0.0445315,-1.75348,-0.606545,-0.305212,1.85353,1.37673,1.86208,0.488905,-0.767461,-0.178258,1.26143,-0.101282,-1.82076,2.65683,-0.217316,-2.27339,-0.629892,-0.388011
-1.40481,0.242706,-1.9316,-0.90966,-0.122248,1.3315,1.02338,1.94486,0.723387,-0.731121,-0.449596,0.662826,-0.314017,-1.50702,3.14851,0.590599,-2.09756,-0.509368,-0.912081
-1.09824,-0.226789,-1.85586,-1.08539,-0.322068,0.994496,0.82104,1.96508,0.723032,-0.699388,-0.249714,0.232256,-0.157889,-1.15521,3.05509,1.39628,-1.76367,-0.569989,-1.30862
-0.790777,0.331293,-2.03012,-0.28096,-0.55843,0.389468,0.92953,2.13807,0.802482,-0.819614,-0.580659,-0.547293,-0.0027995,-0.536639,3.15572,1.10686,-2.39689,-0.30996,-1.82544
-1.80539,0.769688,-2.48941,-1.34948,-0.617332,0.241609,1.14206,2.00017,0.623737,-0.802289,-0.311189,-0.334672,0.0904124,0.10475,3.3364,1.35575,-2.03549,-0.299588,-2.11311
-1.39782,0.206628,-1.37547,-1.60944,-0.921433,0.446605,1.08915,1.80331,0.431564,-0.602054,0.0896757,0.0183493,0.195411,0.508017,2.85761,1.588,-2.26499,-0.373181,-2.67731
-0.730883,-0.238944,-0.726816,-0.886375,-0.95351,1.33817,0.757749,1.63161,0.488246,-0.299452,0.0320656,-0.534224,0.269519,0.413888,2.81364,1.92391,-2.29111,-0.416226,-3.18258
-0.515578,-0.472399,-0.879446,-0.234746,-0.171244,1.42374,0.469607,1.24947,0.567172,0.134529,-0.230955,-0.453658,0.180628,0.606229,3.13485,1.68689,-2.38014,-0.655001,-3.70046
-0.366823,-1.12156,-0.625705,-0.00388106,0.252077,1.67486,0.381061,1.33723,0.776978,0.448124,-0.154303,0.0393962,0.164581,0.401238,2.83801,1.93073,-2.08448,-1.14062,-4.17848
-0.583581,-1.09314,-0.136739,-0.784929,0.246259,1.76386,0.720084,1.12502,0.673815,0.715151,-0.182916,0.569558,0.257605,0.516361,2.60731,1.99099,-2.38752,-1.69526,-4.00568
-1.07632,-1.14937,-0.411251,-0.933098,0.369943,1.69583,0.646821,0.945474,0.847865,0.841247,-0.0654185,0.868256,0.399445,0.935335,2.76246,1.84285,-3.10332,-2.01239,-3.88801
-2.04066,0.00516726,-1.09989,-1.34479,-0.0881268,1.37477,0.642745,0.968702,1.0006,0.924261,0.706828,1.15772,0.694703,0.543045,3.08605,1.68161,-4.10332,-1.99322,-4.21416
-2.67807,0.799628,-1.57732,-1.89885,-0.461759,1.19832,0.576738,0.620059,1.0988,1.14195,0.459829,0.709223,0.947108,0.0542833,3.27265,1.19399,-3.89423,-1.77845,-4.1482
-2.46104,0.433413,-1.98866,-0.516971,-0.898193,0.785947,-0.0693522,-0.0808755,1.43224,1.43411,0.636114,0.360506,1.10976,-0.489296,3.56036,1.36418,-3.46337,-2.15231,-3.64688
-2.5575,0.147787,-2.49426,0.421571,-0.644031,-0.223253,-0.119676,-0.629383,1.53727,1.62778,1.04939,0.0847704,1.0931,0.983683,3.78097,0.803173,-3.89785,-2.47858,-3.35158
-2.39331,0.450014,-2.36162,0.730393,-0.763848,-0.695731,-0.404268,-0.998283,1.72962,1.58429,0.63788,-0.83182,1.24674,1.6035,3.87411,0.86479,-4.23554,-2.35677,-3.05678
-2.20675,0.0852731,-2.30332,1.14066,-0.796585,-0.839724,-0.258576,-1.33317,1.80287,1.51947,0.748621,-1.00773,1.14884,2.16754,3.68141,0.866742,-3.66031,-2.1784,-2.94135
-2.58748,-0.384608,-2.00968,-0.381336,-0.700857,-1.00688,-0.344127,-1.88305,1.77738,1.28129,0.668694,0.801021,1.16881,2.4032,3.56036,0.680903,-2.66676,-1.8247,-2.89762
-3.40295,0.0707743,-1.96259,-1.91617,-0.453677,-0.455469,-0.0778733,-1.97793,1.81332,1.1521,0.873157,0.999209,1.17297,1.86746,3.4806,0.912922,-2.80501,-1.90588,-2.9407
-2.42066,-0.33147,-2.24868,-0.716042,0.0309035,-0.0541483,-0.0596579,-2.05129,1.6415,0.978851,0.432828,0.511272,0.991821,1.85278,4.00532,0.750069,-2.82199,-2.05782,-2.8424
-2.49034,-0.547043,-2.56564,-0.299863,0.230377,-0.417118,0.25306,-1.78824,1.43847,0.865669,0.45105,0.972467,1.14627,1.73578,3.92439,0.717842,-2.79378,-2.11079,-2.84998
-2.46764,-0.870004,-2.2837,-0.396927,0.200628,-0.733692,0.247194,-1.54927,1.4335,0.773334,0.334397,0.651357,1.25157,1.38686,3.73793,0.866456,-2.18696,-1.85701,-2.65495
-2.45578,-0.341233,-2.08337,0.1583,-0.0800447,-1.03761,-0.150117,-1.40246,1.54259,0.787991,0.331249,0.283141,1.35203,0.776059,3.64289,1.16392,-2.34433,-1.58395,-2.58445
-2.26268,0.376626,-2.19343,1.21098,-0.696706,-1.83498,-0.440668,-1.28493,1.67302,0.876039,0.215952,-0.487721,1.29516,0.67711,3.79518,1.64418,-2.24899,-1.7963,-2.23849
-1.78957,0.0451597,-2.00964,1.23064,-1.49809,-1.839,-0.662031,-1.04872,1.67205,1.08275,0.321907,-0.969202,1.24476,0.659039,3.86473,2.00034,-1.72966,-1.81719,-2.20635
-2.44543,0.439672,-1.82503,-0.191895,-1.76273,-1.78569,-0.837979,-0.596808,1.77549,1.50853,0.440275,-1.10002,1.2509,0.171571,3.67865,2.32748,-1.51273,-2.13685,-2.39027
-2.26592,0.745475,-1.80726,0.372504,-2.78871,-2.59341,-0.977744,-0.937576,1.76828,1.57484,0.210194,-0.886615,1.51825,0.740004,3.57393,2.0953,-1.60872,-1.9355,-2.06812
-1.63343,0.54399,-1.7389,0.572746,-3.21464,-2.92291,-0.932884,-1.28236,1.93476,1.72278,-0.0232154,-0.283682,1.56891,0.984508,3.45652,2.15523,-1.49663,-1.80177,-1.85475
-1.38636,0.0484703,-1.57966,-0.177628,-2.91366,-2.72245,-0.712417,-1.28879,2.07577,1.76897,-0.719655,0.182106,1.03761,1.34668,3.6614,2.50413,-1.20755,-1.43213,-1.65621
-1.60317,-0.0381599,-2.99825,0.255364,-2.74019,-2.5371,-0.512449,-1.35204,2.00884,1.9717,-0.467972,0.0280855,0.674285,1.2859,3.49733,2.3356,-0.513884,-0.67171,-1.28551
-1.02884,-1.18023,-2.17524,0.283031,-2.81293,-2.59006,-0.154748,-1.32247,1.90431,1.90356,-0.0976657,0.323398,0.527125,1.2586,2.85324,1.60843,-0.0530616,-0.267215,-0.785326
-0.879583,-1.56288,-2.0511,1.28058,-2.69053,-2.6056,0.566241,-1.31273,1.60396,1.80661,-0.113482,-0.0511947,0.471991,0.731593,2.36148,1.30767,-0.131141,-0.016274,-0.45046
-1.95163,-1.11622,-2.38383,-1.10048,-2.15189,-2.45286,1.55966,-1.01986,1.44251,1.55905,0.0585801,-0.634971,0.588598,0.789557,1.63772,1.35179,0.551255,0.187648,-0.444605
-0.768799,-0.49376,-1.97721,0.795968,-1.91056,-2.73018,2.00711,-0.463841,1.30408,1.28556,-0.211299,-1.6633,0.4941,0.0263949,1.71612,1.108,0.415695,0.215806,-0.687461
-1.1701,-0.176648,-1.95722,0.137308,-1.23154,-2.56287,2.13631,0.150399,0.948511,1.27859,0.214161,-1.80373,0.482027,-0.472942,1.48138,0.530909,0.167677,0.500046,-0.709722
-1.17698,-0.259218,-2.00968,0.047326,-0.931119,-2.72354,2.41649,0.492301,0.951467,1.12732,0.182348,-1.91385,0.246392,-0.594759,1.59236,0.542467,-0.132765,0.491079,-0.672913
-1.30046,-0.359187,-2.1016,-0.299812,-0.635257,-2.47313,2.81788,0.422769,1.04885,1.06204,-0.401584,-1.89269,0.0610557,-0.907823,1.74563,0.751943,-0.643414,0.769042,-0.836142
-1.49356,-0.224808,-2.17898,-1.18526,-0.461036,-2.1885,3.00262,0.548166,0.940809,0.804729,-1.01172,-1.37072,0.163869,-1.01728,2.16184,0.852659,-1.33875,0.953235,-0.455542
-1.27311,-0.767497,-2.56002,-1.22078,-0.31886,-1.56328,3.36721,0.509953,0.801654,0.531921,-1.00619,-1.39321,0.0735143,-0.842988,2.24993,0.818141,-1.49143,1.01463,-0.0918631
-0.976162,-0.718443,-2.46302,-0.497864,-0.470785,-1.05452,3.32627,0.574797,0.609786,0.159841,-1.06181,-1.0046,-0.25387,-1.45549,2.43798,1.19227,-1.61164,1.22053,-0.0462324
-0.967774,-1.38689,-2.4649,-0.735251,-0.451696,-0.229424,3.30904,0.22125,0.492199,0.0636989,-0.769229,-0.609778,-0.0700956,-1.08169,2.26401,1.15507,-1.31495,1.13172,-0.0681578
-0.83188,-1.65659,-2.4126,-0.686897,0.017318,0.136085,3.51667,0.249136,0.154334,-0.207935,-0.494922,-0.697351,-0.152204,-0.419263,1.84719,0.697485,-1.15188,1.20594,-0.10636
-0.166673,-1.89168,-2.07618,-0.181705,0.613947,0.0256394,4.16328,0.246654,-0.134668,-0.633645,-0.365728,-1.20397,-0.450597,0.320473,1.35955,0.282958,-0.881689,0.998073,0.0853461
0.27389,-1.68447,-1.76945,0.82654,1.05438,-0.548379,4.20743,0.379774,-0.775063,-0.880536,-0.979732,-1.53183,-0.316617,0.236272,1.11091,0.603954,-0.323719,0.898234,0.116093
0.418731,-2.24268,-2.22672,0.657837,1.80044,-0.305423,4.25881,0.483751,-1.39573,-1.07122,-1.31055,-1.36266,-0.283968,-0.458998,0.737273,0.522995,0.496651,1.1067,0.672355
0.809803,-2.56431,-1.84794,0.997281,2.53686,-0.53389,4.315,0.442412,-2.14809,-1.34378,-1.60599,-1.8359,-0.285204,-0.134421,0.625934,0.169695,0.517667,1.02719,1.10021
0.618545,-2.85771,-1.27695,0.426768,3.4141,-0.444105,4.70246,0.596033,-2.74688,-1.64681,-1.07148,-1.59431,-0.392031,0.0982801,-0.191987,0.341738,0.203307,0.845027,1.22457
0.934959,-3.30089,-0.611501,0.497235,3.90305,-0.317608,4.57384,0.754589,-3.43628,-2.02042,-0.682084,-1.91015,-0.280408,0.37857,-0.709823,0.667991,0.27336,0.471141,1.56593
0.203259,-1.97387,0.0378543,-1.23336,3.76518,0.598643,4.53701,1.10449,-4.24263,-2.32113,-0.557855,-2.01698,-0.126486,0.429483,-1.24484,1.2146,0.155754,0.354802,1.76981
0.699354,-1.14055,0.553915,0.236206,3.69848,0.884988,4.12373,1.6195,-4.92094,-2.52953,-0.426051,-1.43769,-0.075702,-0.0329964,-1.79804,1.06469,-0.62713,0.0162482,1.67375
