'FP1-*SD', 'FP2-*SD', 'F3-*SD', 'F4-*SD', 'C3-*SD', 'C4-*SD', 'P3-*SD', 'P4-*SD', 'O1-*SD', 'O2-*SD', 'F7-*SD', 'F8-*SD', 'T7-*SD', 'T8-*SD', 'P7-*SD', 'P8-*SD', 'FZ-*SD', 'CZ-*SD', 'PZ-*SD'
5.06338,-3.81524,1.77808,4.11195,2.62425,2.11848,0.855186,1.3524,-2.09666,-0.00437412,-2.40954,-1.33073,-0.990607,-1.67107,-2.12384,-0.491507,1.96764,1.12568,0.846572
4.7435,-4.32755,1.86548,4.2007,2.81329,1.8715,0.762473,1.26801,-2.26118,-0.166543,-1.63215,-1.84467,-0.986968,-1.11908,-1.77503,-0.0888767,2.40062,0.820575,0.661702
5.56378,-4.00689,1.98838,5.01401,2.97612,1.65018,0.509958,1.20007,-2.33148,-0.645224,-2.2796,-1.88682,-1.04874,-1.36736,-0.918652,0.0162388,2.68506,0.690935,0.573819
6.06077,-4.4671,2.22997,5.72769,3.26705,1.91329,0.00712147,1.43815,-2.27475,-0.743341,-1.83841,-1.59473,-1.29451,-2.26012,-0.765719,0.140123,3.81079,0.460619,0.313293
5.95882,-3.88406,2.39324,5.38759,3.27019,1.57551,-0.143449,1.37845,-2.19421,-0.86627,-2.4055,-2.55006,-1.35878,-1.84608,-0.837343,-0.0599295,4.88474,0.903017,0.17524
6.1229,-4.36182,2.71003,5.24375,3.83839,2.01049,-0.139096,1.35375,-2.13181,-1.23679,-3.42687,-2.00265,-1.24283,-2.10754,-0.836605,-0.38876,5.56737,1.03164,0.133943
6.00233,-4.39836,2.57957,5.19376,3.58156,2.88171,-0.195965,1.25143,-2.30304,-1.3836,-3.38018,-1.81457,-1.13006,-2.53649,-0.950538,-0.335942,5.73147,1.22504,-0.260457
5.54119,-4.22183,2.6033,4.87959,3.4613,3.00587,-0.50331,1.30503,-2.24037,-1.64049,-2.98838,-1.64291,-0.913364,-2.74839,-0.861828,-0.359865,6.01702,1.22657,-0.508679
5.81387,-4.66335,2.48585,5.14597,3.47775,3.17208,-0.577839,0.853571,-2.19747,-1.83886,-3.39139,-2.35439,-0.75249,-1.55336,-0.701923,-0.799773,6.551,1.29466,-0.518378
5.65427,-5.17063,2.21577,3.71559,3.5858,3.19364,-0.5231,0.334819,-1.97323,-2.16619,-3.32736,-2.21942,-0.463263,-0.581082,-0.232772,-1.24405,6.80124,1.51873,-0.638168
5.02955,-4.01411,2.75191,2.97943,4.08161,2.28098,-0.44181,0.154414,-1.73996,-2.33727,-2.67271,-1.77045,-1.3161,-0.167686,0.211346,-1.35932,6.12293,1.76638,-0.881153
5.31839,-3.7049,2.39147,4.92815,3.83229,2.16483,-0.632732,-0.047289,-1.68993,-2.30582,-2.84887,-2.227,-0.767964,-0.436219,-0.0909987,-1.20082,5.79103,1.24549,-0.91123
4.4371,-3.99952,1.75706,4.60827,3.60709,1.83963,-0.547645,-0.123931,-1.65935,-2.40989,-2.20884,-2.18565,-0.275959,0.0424586,-0.293902,-1.37806,5.29551,0.983605,-0.711089
3.86763,-4.29655,0.824692,3.45257,3.87667,1.28006,-0.153483,-0.311017,-1.68419,-2.6316,-1.5987,-1.17348,-0.58506,0.767915,0.0354265,-1.49112,4.85171,1.17162,-0.639638
3.39743,-4.20103,1.06821,3.71859,2.7709,0.777902,-0.452215,-0.433595,-1.69208,-2.72118,-1.85407,-1.39521,0.209431,1.35536,-0.461303,-1.31124,4.34394,1.17067,-0.361804
3.16143,-3.98814,0.884381,3.39097,2.30562,1.32103,-0.706921,0.0143066,-1.59805,-2.90869,-0.502011,-1.58696,0.129024,1.50894,-0.332737,-1.47508,3.94032,1.1828,-0.302657
3.08291,-3.77894,0.591436,3.12556,1.97454,1.67724,-0.951501,0.259954,-1.54608,-2.99329,-1.22909,-1.13215,0.226152,1.60892,-0.0227058,-1.73139,4.03144,1.02279,-0.124003
2.92079,-3.96578,0.181699,3.31378,1.85532,1.62374,-0.795096,0.427672,-1.49077,-3.07081,-0.540861,-0.439539,0.135323,1.21243,0.00492075,-1.38051,3.27537,1.13052,0.0433008
2.23596,-4.31902,-0.0883797,2.4803,1.34068,1.47396,-0.809699,0.292744,-1.84922,-3.23187,-0.592406,-0.0388605,0.74434,1.11935,-0.203813,-1.39332,3.16351,1.42612,0.578952
1.98335,-3.79344,-0.721027,2.6246,1.38659,1.52079,-0.802444,-0.0152348,-1.91999,-3.28264,-0.284572,-0.872339,0.676332,1.2322,-0.0800052,-1.15115,2.32013,1.70498,0.679113
1.87055,-3.97009,-1.26808,3.0825,1.30568,1.29877,-1.09871,-0.303355,-1.96272,-3.34491,0.0136386,-1.01888,1.19572,2.05449,-0.153866,-1.19746,1.96638,1.42457,0.739705
1.88711,-4.36639,-0.544053,2.71213,1.23671,1.03148,-1.17811,-0.665023,-2.05204,-3.36519,0.00826406,-0.0721367,1.16648,2.45769,-0.191534,-1.05116,1.49373,1.42813,0.609081
1.24477,-4.02849,-0.483954,1.86505,1.4059,0.782588,-1.04715,-0.894551,-1.90275,-3.2133,0.654208,0.366857,0.899657,2.47848,-0.134925,-0.622602,0.866079,1.4495,0.0446164
1.72499,-3.54609,-0.210508,2.19996,1.43134,0.598213,-1.057,-0.742156,-1.59096,-2.99119,-0.363271,-0.046576,0.990624,2.10585,0.131631,0.0962599,1.01212,1.48582,-0.128698
1.45913,-4.86901,-0.764624,1.42355,1.65934,0.536078,-1.08855,-0.650099,-1.48982,-2.85168,-0.0776519,-0.0524806,0.918335,2.33453,0.551431,0.0797298,1.28056,1.49676,-0.215162
1.15032,-5.13472,-0.828911,1.71673,1.48493,0.367989,-0.847828,-0.328086,-1.64185,-3.05932,0.0778773,0.157857,1.09697,2.23001,0.643495,0.0956351,1.56165,1.34763,-0.224448
1.15457,-4.75727,-0.695863,1.81318,1.59644,0.0593432,-0.868328,-0.360722,-1.70801,-3.18881,-0.00806433,0.0715702,1.0359,2.49245,0.866839,0.10597,1.18814,1.55687,-0.463383
1.28168,-4.74256,-0.93269,1.61416,1.72088,0.147489,-0.710873,-0.435893,-1.51502,-3.20539,-0.00317605,-0.786813,1.03993,2.0726,1.09313,0.149312,1.41723,1.98602,-0.358889
1.6902,-5.61357,-0.446884,1.82959,1.67786,-0.208686,-0.416587,-0.408405,-1.30594,-3.17504,-0.294144,-0.903201,0.759814,1.75213,1.57678,0.0909495,1.64613,2.00178,-0.170279
1.66683,-5.91012,-0.578126,2.8255,1.41552,-0.119408,-0.488985,-0.65871,-1.08045,-3.27159,0.355614,-0.763693,1.03569,2.02551,1.43717,-0.381576,1.30658,1.94077,-0.306397
1.55979,-4.55871,-0.0490521,2.36785,1.74437,-0.109488,-0.388337,-0.745833,-1.05467,-3.22415,0.171062,-0.197631,0.645798,2.01127,1.78061,-0.826299,0.975196,1.70845,-0.409473
1.29069,-4.43941,-0.324304,1.23813,1.2842,0.145028,-0.417791,-0.94487,-0.742009,-3.19473,-0.0341437,-0.489112,0.687317,2.18391,1.92852,-0.88021,1.43272,1.84207,-0.404494
1.61996,-4.40239,-0.431941,1.96945,1.06538,0.296285,-0.45629,-0.851281,-0.556475,-3.10167,-0.708215,-1.08966,0.832074,1.82939,2.1319,-0.289502,1.43481,1.47966,-0.409008
1.5405,-4.85149,-0.558709,2.34986,1.08306,0.55373,-0.35416,-1.01072,-0.389671,-2.9128,0.0130756,-1.03468,0.600631,1.67141,2.00824,0.0751743,1.09067,1.33558,-0.537053
1.18097,-4.10836,-0.548077,0.883555,0.675302,1.16583,-0.721679,-1.10306,-0.276002,-2.62174,0.0261792,-0.649221,0.688177,1.4033,1.70256,-0.108739,0.793752,1.69452,-0.408389
1.22447,-3.60283,0.065441,1.68249,1.04585,0.79614,-0.920041,-1.32664,-0.195471,-2.37987,-0.187293,-1.41221,0.572293,1.08932,1.63824,0.0458888,0.680599,1.64816,-0.480975
1.26977,-3.25126,0.403994,0.524545,0.766564,0.766029,-0.83307,-1.32253,-0.0344435,-2.22673,-0.953422,-1.7677,0.542906,1.69562,1.52164,-0.111264,1.19037,1.97242,-0.707246
1.63959,-3.32958,0.259533,1.20104,0.746029,0.580131,-0.770335,-0.933501,0.174247,-2.28655,-0.960562,-1.47239,0.628346,1.66552,1.54789,-0.0498033,1.72092,1.64923,-1.23846
1.27223,-2.43027,1.15606,-0.249471,1.18256,0.504874,-0.561692,-0.749664,0.341947,-2.13837,-1.81542,-0.753379,0.238047,1.30801,1.6731,-0.0341323,1.50519,1.93862,-1.37342
1.51091,-2.90602,1.01094,-0.225931,0.934842,0.130148,-0.49587,-0.558012,0.438911,-2.1397,-1.65119,-1.38326,0.133691,0.981675,1.68276,0.242635,2.41306,2.23191,-1.29585
2.11897,-3.5749,0.851786,0.828068,1.41357,0.564002,-0.254099,-0.221044,0.521063,-2.24506,-1.93755,-1.36009,0.178404,0.131255,1.54746,0.177478,2.84962,2.10873,-1.39408
2.74844,-3.39313,0.249558,2.63871,1.80375,0.498352,0.273251,0.268657,0.498938,-2.66075,-2.33903,-1.34322,-0.196293,-0.585968,1.85549,-0.150077,3.07926,1.79535,-1.32402
2.30597,-3.11514,-0.671642,2.40672,1.77787,0.607,0.496374,0.223334,0.762014,-2.79206,-1.98009,-1.89965,-0.596085,-0.132792,1.98444,-0.344377,3.85301,1.98773,-1.39545
4.15245,-4.79847,0.658802,3.3659,1.72692,0.305892,0.680596,0.145067,1.05973,-3.00106,-2.46283,-1.91983,-1.05011,0.248365,2.40729,-0.309182,4.69685,1.86084,-1.2916
4.20692,-4.63217,0.875309,2.92781,1.20485,0.295777,0.633144,-0.0554711,1.06951,-3.10387,-2.60221,-1.79011,-1.00191,0.445235,2.45802,-0.48224,4.73898,1.99897,-1.12499
4.07466,-3.67269,1.32446,2.44168,1.02903,0.125501,0.318759,0.12426,1.16159,-2.93251,-3.8233,-1.52309,-0.817225,-0.27692,2.35477,-0.407503,4.58792,2.15799,-0.690815
4.53155,-4.28222,1.28886,3.6763,0.785307,0.0270063,0.268435,0.0191791,1.3207,-2.79994,-3.74161,-1.58568,-0.92777,-0.0575605,2.12586,-0.84335,4.44962,2.44758,-0.483967
4.67175,-4.22611,1.31157,2.85775,0.34403,0.663199,0.0298444,0.0281887,1.39238,-2.52092,-3.58403,-1.88892,-0.836882,-0.176611,1.76783,-1.0907,4.72418,2.90003,-0.404701
4.82459,-3.97678,1.07359,4.45164,0.354408,0.34522,0.014562,0.131032,1.36946,-2.15345,-3.24162,-1.84593,-0.767084,-0.668987,1.56688,-0.954505,4.56152,2.32156,-0.416747
4.4971,-4.01931,1.03266,3.99903,0.318274,0.487104,0.290448,0.0716121,1.38397,-1.75801,-2.21593,-1.08034,-1.09425,-0.979508,1.49732,-1.06272,4.19599,1.89985,-0.305365
4.08707,-3.06874,0.977158,3.42567,0.318872,0.836092,0.549631,-0.209736,1.54915,-1.54627,-2.47836,-1.06583,-1.15003,-0.997044,1.43902,-0.703821,3.36876,1.46546,-0.300387
4.11207,-2.81383,0.515655,4.02849,0.456771,0.724827,0.275412,-0.357504,1.6517,-1.24273,-2.77949,-1.55634,-0.944194,-0.943119,1.07127,-0.616354,2.96741,1.49078,-0.362114
3.97433,-2.56931,0.111829,4.22134,0.109963,0.549552,-0.0358545,-0.647464,1.54099,-1.0834,-2.75474,-1.9309,-0.499066,-0.782214,1.02689,-0.368404,3.00861,1.42953,-0.485567
4.13422,-3.0709,0.0748829,4.90685,-0.244203,0.137959,-0.00572191,-0.686903,1.51496,-0.938275,-3.04151,-1.50674,-0.565413,-0.481019,1.22777,-0.054567,3.2602,1.38849,-0.661254
3.20768,-1.99322,-0.0287316,3.29355,-0.59123,0.215052,-0.581636,-0.619884,1.5938,-0.78507,-2.58066,-1.15306,-0.780719,-0.499537,1.30308,-0.364239,3.23473,1.70585,-0.584386
3.34346,-2.44916,-0.292407,3.34725,-0.758659,0.103514,-0.912693,-0.838931,1.73193,-0.490117,-2.62327,-0.686801,-0.156099,-0.0978314,1.19136,-0.197689,2.32913,1.79101,-0.658726
2.92035,-2.54188,-0.281569,3.08826,-0.556669,-0.94974,-0.783765,-1.01045,1.74073,-0.147457,-2.13395,-0.103366,-0.556317,0.249703,1.33423,-0.301789,2.09559,1.98103,-0.799771
2.73379,-2.52274,-0.0712611,2.94982,-0.273952,-1.59675,-0.93486,-1.28208,1.65468,0.0212222,-2.09042,0.85894,-0.469779,-0.0248976,1.01723,-0.17892,1.21296,2.13551,-0.531946
2.13345,-1.78019,0.378583,2.24852,-0.309803,-1.62132,-0.974595,-1.17372,1.68405,0.0153879,-0.728791,0.859307,-0.571563,-0.214807,0.707695,0.0402139,0.525739,1.84006,-0.430315
1.91143,-2.0215,1.04087,1.06107,-0.203289,-1.61991,-0.871014,-1.37242,1.65091,0.0503582,-1.07763,0.0778685,-0.589787,0.174538,0.921831,0.146683,1.03676,2.02154,-0.478525
1.96339,-1.58455,1.20697,1.40622,0.288525,-0.836443,-0.980028,-1.2963,1.56562,0.0503582,-1.05451,-0.720156,-0.504524,-0.208359,0.626648,0.364932,0.629845,2.01965,-0.792471
1.25221,-1.70477,0.432443,1.14199,0.0978246,-0.770364,-1.21173,-0.946095,1.26364,-0.155497,-0.101786,-0.18758,-0.460346,-0.00499636,0.520568,0.154571,1.09229,1.93345,-0.849529
1.73259,-1.30361,0.123529,1.36118,-0.102184,-1.00414,-1.2577,-1.05927,1.02534,-0.167077,-1.1467,-0.0449751,-0.0630259,0.787348,0.675215,-0.186365,1.59621,1.86063,-1.196
1.36959,-1.99223,-0.12274,0.847277,-0.203792,-0.726232,-1.31371,-1.02292,0.990026,-0.0767873,-0.873341,0.121406,-0.3032,1.04901,1.24581,-0.217629,2.18889,1.53038,-1.33906
1.83935,-2.9465,-0.689541,2.30538,0.242894,-0.512957,-1.60478,-0.965953,0.907705,0.00386152,-0.666216,0.316759,-0.315718,1.07366,1.80131,-0.240615,1.59004,1.2868,-1.71014
1.56986,-1.93753,-1.39678,3.22201,-0.0768999,0.00162107,-1.26783,-0.726006,0.893974,0.218219,-0.392549,0.317756,-0.0756031,0.499294,1.60788,-0.135421,1.07791,0.684538,-1.90832
1.30025,-1.52578,-1.26028,2.88196,0.222232,0.0936328,-1.15903,-0.775773,1.13732,0.225566,-0.983622,0.351898,-0.261928,0.194149,1.82611,-0.277085,1.09345,0.549726,-1.79952
1.23823,-1.55867,-1.50631,2.95777,-0.297287,-0.0718008,-1.01621,-0.868718,1.31494,0.41591,-1.22512,0.347227,0.117742,0.155953,1.59757,-0.253344,0.629242,0.690935,-1.73906
0.762603,-1.09135,-1.70077,2.29279,-0.454746,-0.620278,-1.07293,-0.714637,1.44414,0.647504,-1.1908,0.0757428,0.432015,0.161754,1.43339,-0.46079,0.965268,0.625472,-1.59634
0.56279,-0.887523,-1.15244,1.52285,0.191162,-0.849878,-1.02161,-0.722022,1.7521,0.864851,-0.870705,-0.0362362,-0.0436953,0.414312,1.50227,-0.463133,0.738034,0.399849,-1.29851
0.827866,-1.47932,-0.81639,1.74251,-0.211277,-1.54629,-0.667866,-1.13983,1.61069,0.961188,-0.744736,0.0906226,0.023324,0.0625829,1.51258,-0.198626,0.47081,0.62063,-0.788551
0.908339,-1.29465,-0.644138,2.19996,-0.184294,-2.06005,-0.753046,-1.06904,1.47735,1.18914,-1.12612,-0.0974874,-0.010334,-0.0364768,1.38494,-0.0198409,0.435644,0.826643,-0.571669
0.618209,-1.52895,-0.861794,0.962939,-0.0593205,-2.27782,-1.25675,-0.803138,1.46904,1.30653,-1.52008,-0.508847,0.0864771,0.405566,1.3412,-0.0943173,0.973386,0.95727,-0.240543
0.386799,-2.28139,-0.832154,0.239926,-0.408046,-1.68962,-1.27527,-0.302497,1.09121,1.27128,-1.09695,-0.215424,0.212497,0.130787,1.22234,-0.0765898,1.17738,0.886875,-0.304978
0.351456,-1.03918,-0.965367,0.28084,-0.903791,-1.51817,-1.24038,0.085586,1.16502,1.12307,-0.824791,-0.312995,-0.0581018,-0.126188,1.18139,-0.0455341,1.4684,0.643766,0.00788478
1.00486,-1.57641,-1.09189,1.51185,-1.16361,-0.955129,-1.61343,0.353542,1.19171,1.09353,-0.744941,-0.709186,0.042793,0.0839343,0.974347,0.121693,1.4787,0.482201,0.024316
1.09451,-1.89222,-1.54522,2.00313,-1.20902,-0.628519,-1.64418,0.581814,1.15862,1.16566,-0.242983,-0.138243,-0.0474823,0.0321064,1.31948,0.0698639,1.13316,-0.196671,0.126566
1.66705,-1.93298,-1.2609,2.85872,-1.24239,-1.07987,-1.74665,0.558463,0.915593,1.2981,-1.21355,-0.299165,0.355246,-0.00559875,1.41397,0.503472,0.925601,-0.520996,0.0632401
0.824678,-0.965961,-1.25018,2.65364,-1.0376,-1.1099,-1.86854,0.492179,0.756964,1.46082,-0.520361,-0.656516,0.278883,-0.348314,1.14924,0.952777,0.533719,-0.958552,0.122697
1.40427,-1.65596,-0.910563,3.184,-0.0891331,-1.28893,-1.50525,0.508849,0.65174,1.77618,-0.854889,-0.97306,-0.158334,-0.220563,1.21299,1.26445,0.124439,-1.32329,-0.0664038
0.859295,-1.58102,-0.712119,1.84008,-0.290148,-1.40136,-1.32291,0.314225,0.325766,1.78662,-0.880507,-0.517035,0.300221,0.741187,0.836167,1.26516,-0.149652,-1.37587,0.0169903
0.402178,-1.00665,-1.58927,2.57079,-0.282915,-1.6335,-1.24526,0.240985,0.119474,1.69884,0.0525913,-0.0930524,0.118158,0.83101,0.867553,1.6492,-0.671899,-1.77884,0.28105
-0.352059,0.196406,-1.59834,0.56062,0.0930445,-1.54996,-1.43282,0.0976293,-0.247728,1.66433,0.0509022,-0.373013,0.210341,1.43233,0.719093,1.47893,-0.639517,-1.97568,0.396971
0.231221,-0.618764,-0.670862,1.64626,-0.309866,-2.09735,-1.37373,-0.0535405,-0.358053,1.68852,-0.297471,0.0973408,0.4791,1.55515,0.470717,1.32539,-1.10173,-2.00665,0.451888
0.434166,-0.644765,-0.0460554,0.536366,0.118517,-2.01502,-1.24764,-0.0251023,-0.34753,1.55969,-0.656133,0.652092,0.291737,1.6161,0.304267,1.33781,-1.02426,-1.75158,0.453513
0.702989,-1.16759,-0.042607,0.707872,-0.46937,-1.82616,-1.02319,-0.392041,-0.310559,1.4308,-0.956186,0.817896,0.396992,1.83504,0.0889663,0.874266,-0.284563,-1.19852,0.563682
0.57677,-1.55072,-0.414946,1.20766,-0.644157,-2.10438,-1.18515,-0.782515,-0.328141,1.2124,-0.355209,1.66234,0.557046,2.28447,-0.102587,0.307272,-0.108826,-0.977981,0.332123
0.0237453,-0.184598,-0.624022,0.72917,-1.304,-2.14398,-1.27543,-0.972174,-0.655111,1.14356,0.0163771,2.67679,0.736083,1.58507,-0.670918,0.00184338,-0.0613659,-0.65512,0.447374
0.890779,-0.291744,-0.421473,3.10416,-1.29654,-2.5526,-0.932236,-0.846225,-0.95271,0.985646,0.24303,1.47762,0.540494,1.9314,-1.18514,-0.161114,-0.643692,-0.517349,0.640782
1.13807,-0.828827,-0.258703,2.27262,-0.807246,-2.29656,-0.854713,-0.640507,-0.995678,0.962273,-0.385716,0.979973,0.460452,2.06319,-1.27594,-0.724411,-0.0654021,0.170221,0.832926
0.0545591,-0.499439,-0.0715895,0.0489055,-1.00402,-1.97198,-0.963449,-0.409386,-1.23914,1.08213,0.600898,2.11727,0.765707,1.75731,-2.0012,-0.795165,0.199967,0.346014,0.83272
-0.15616,0.208223,0.582364,0.152644,-1.09789,-2.21998,-0.823747,0.0158695,-1.49575,1.12279,1.11453,2.68063,0.409926,1.11496,-2.34831,-0.864852,0.694007,0.345446,0.923775
0.132516,0.182415,0.828797,-0.213193,-1.01474,-2.04162,-0.61921,0.556931,-1.83894,1.0492,0.776927,2.34293,0.23859,1.18522,-2.74217,-1.06321,0.632258,0.293883,1.26003
0.303473,0.172121,0.51664,-0.162598,-0.628905,-1.83936,-0.317081,0.752964,-1.93827,1.06765,-0.0707674,2.61279,0.353002,0.789222,-3.22645,-1.29034,0.412911,0.477418,1.70393
0.883174,-0.398455,0.557569,-0.0844876,-0.243165,-1.5334,0.226632,0.782751,-1.96825,0.989844,-0.428354,2.78366,0.172441,0.532425,-3.3598,-1.65582,0.368188,0.737177,1.89708
0.734027,-0.573793,0.325257,-0.627996,-0.397291,-1.14696,0.481184,0.929722,-1.93791,0.77465,-0.244647,2.96389,0.138052,0.913337,-3.387,-2.07027,0.00205348,0.531851,2.30696
0.466993,-1.03,-0.323113,-0.731531,0.477212,-0.705299,0.6588,1.0687,-1.86812,0.571054,-0.597192,2.88834,0.453936,0.691813,-3.66098,-2.34253,-0.695838,0.320516,2.64345
0.374831,-1.03389,-0.234442,-0.447064,0.677504,-1.19422,0.718015,0.980531,-1.7646,0.677227,-0.644334,3.1234,0.247628,0.440282,-3.86034,-2.72887,-0.617341,0.481125,3.18896
1.22363,-0.927419,-0.257923,1.28419,0.232484,-1.57683,1.4023,0.810729,-1.6397,0.640745,-0.978273,2.53246,0.170217,0.114768,-4.04071,-2.49823,-0.169091,0.201727,3.5595
0.563796,-1.08514,0.174967,-0.226746,0.187577,-1.64729,1.61156,0.704944,-1.44983,0.500828,-1.33082,3.06249,0.219201,-0.262306,-4.17684,-2.79218,-0.0728714,0.510628,4.18933
0.308786,-0.859492,0.452928,-1.34923,-0.302098,-2.0588,1.91989,0.344594,-1.48111,0.2671,-0.512786,3.99866,-0.079756,0.342404,-4.60687,-3.21727,-0.0657269,0.915571,4.71804
0.866173,0.251816,0.496976,-0.539084,-0.438047,-2.5294,2.32223,0.418662,-1.50862,0.0481703,-1.2395,3.80758,-0.313087,0.443115,-4.89456,-3.58804,-0.464429,1.07699,5.17819
1.05788,0.390956,0.498495,-0.55116,-0.499748,-3.04586,2.25428,0.150277,-1.4701,-0.0590887,-1.51678,3.36557,-0.248847,0.321968,-5.01525,-3.78445,-0.0760262,1.59361,5.96085
1.70385,-0.401789,0.609951,-0.187564,-0.621766,-3.28624,2.28136,0.425036,-1.41735,-0.00956809,-2.21562,2.65102,-0.0593476,-0.00582186,-4.67883,-3.42722,0.361647,1.8053,6.2262
2.46407,-0.58416,1.0694,1.63281,-0.137563,-3.84346,2.65542,0.473639,-1.4049,-0.1238,-1.9018,2.42851,-0.809285,-0.0599924,-4.44909,-3.28751,0.310939,1.38356,6.44184
2.08256,-0.232806,1.64638,0.189534,-0.0569305,-3.6956,2.75465,0.760871,-1.24323,-0.0869618,-2.6278,2.6321,-0.794256,-0.4791,-4.61249,-3.11742,0.433556,1.43123,6.40988
1.66302,-0.738717,1.45861,-1.2006,0.296324,-4.01858,2.66786,0.572498,-1.13313,-0.0351644,-2.4576,3.12566,-0.896228,0.0582323,-4.79224,-3.13457,0.32379,1.62442,6.57928
1.97513,-0.701624,2.15325,-1.27774,0.289311,-3.95488,2.6799,0.580006,-1.04082,-0.198365,-2.67085,3.68335,-0.997657,0.0613335,-4.71162,-3.34951,0.027013,1.45147,6.58211
0.735816,0.0712334,2.14738,-2.8484,-0.128254,-3.64596,2.6373,0.789585,-0.952947,-0.246801,-1.74317,4.31635,-0.615376,-0.408888,-5.27541,-3.5428,0.86478,1.07977,6.51832
2.04095,-0.510869,2.26327,-0.172126,0.144745,-4.28661,2.83186,0.587514,-0.657932,-0.410126,-1.70153,4.08686,-1.01381,0.413509,-5.03046,-4.08688,0.0996646,0.55962,6.33309
1.47976,-0.373009,2.33277,-1.29562,0.121253,-3.61745,3.04643,0.531802,-0.287791,-0.67436,-1.1843,4.19942,-1.23022,0.737617,-4.68845,-4.12151,-0.871854,0.467733,6.02464
0.603837,-0.0169675,1.47803,-2.5223,0.183363,-3.25171,2.89454,0.699367,-0.0920547,-0.555362,-2.05669,4.00039,-0.795155,0.995887,-4.02688,-4.17833,-0.950769,0.593996,5.87255
0.749573,-0.564804,0.633268,-2.47848,0.854178,-2.34929,3.04532,0.892489,0.187607,-0.367561,-1.98511,3.50174,-1.08592,0.913024,-3.65275,-4.01892,-1.07626,0.370226,5.12915
1.43916,-1.53456,0.15752,-0.350051,0.270536,-2.25548,2.77203,1.01884,0.546094,-0.326934,-1.01129,3.80918,-1.08198,0.664371,-3.6192,-3.98841,-1.2038,0.318364,5.09921
0.912366,-0.591699,-0.0705222,-0.15526,-0.591262,-2.49566,2.17639,0.909007,0.680757,-0.208824,-0.774322,3.9383,-0.64935,0.652881,-3.8403,-4.19161,-1.76172,0.258999,5.04896
1.18829,-0.314893,-0.21371,-0.0172306,-0.458929,-1.70579,2.19439,1.05901,1.07513,-0.01309,-0.975176,3.93651,-1.03248,0.118694,-3.64126,-4.15649,-2.08429,0.411716,5.06642
0.744764,0.0362672,-0.209564,-0.64374,-0.24241,-1.66748,1.96987,1.15717,1.38138,-0.0507819,-1.55133,4.38907,-1.12755,-0.325803,-3.05172,-4.15488,-2.16065,0.57349,4.80688
0.612617,-0.109881,-0.266913,-0.504539,0.0222868,-1.61725,1.70347,0.868219,1.49181,-0.0236025,-0.967754,4.36191,-1.02431,-0.315897,-2.95768,-4.50612,-2.10637,0.385053,4.4491
0.221098,0.220063,-0.440234,-0.090551,0.225031,-1.63819,1.40677,1.00793,1.43416,-0.216562,-1.4356,4.83305,-0.818491,-0.969736,-2.74567,-4.79908,-1.89923,0.129478,4.00544
-0.872145,1.2423,-0.249261,-1.49877,0.196005,-1.60019,1.40887,1.13391,1.26016,-0.210283,-0.188956,4.96178,-0.658813,-1.24077,-2.73867,-4.619,-1.92243,0.13997,3.33828
0.459835,-0.128922,-0.24335,0.421214,1.39263,-1.00594,1.5177,1.35957,1.32372,-0.154679,-0.972284,3.91512,-0.842775,-1.48931,-2.44982,-4.34087,-1.70563,0.0713387,2.79876
0.490928,-0.528726,-1.24768,1.96588,1.59638,-0.382243,1.37713,1.45917,0.916015,-0.294952,-0.272774,3.65679,-0.417453,-1.86038,-2.38238,-4.08863,-1.93509,-0.164119,2.08533
0.218358,0.50465,0.172914,0.739462,1.49119,-0.214427,1.16173,1.83558,0.619919,-0.544369,0.114629,3.94418,-0.219885,-1.73678,-2.30359,-3.84169,-2.60603,-0.204233,1.46172
-0.104151,0.219991,0.432074,0.156924,1.01969,-0.0313797,0.946942,2.04234,0.477589,-0.751452,-0.585572,4.55915,-0.0108481,-1.60865,-1.89641,-3.58812,-2.16664,-0.187883,1.07338
0.145938,-0.1339,0.298697,0.707413,0.742003,-0.267619,1.25274,2.29068,0.367535,-1.07967,-0.319225,4.27471,-0.114966,-1.63939,-1.53859,-3.05408,-1.86267,0.0794095,0.518567
0.298049,-0.915796,0.0564918,1.85751,0.91135,-0.195251,1.83104,2.32877,0.138762,-1.35988,0.0451181,3.98147,-0.0600002,-1.83849,-1.31106,-2.93082,-2.01981,0.0172646,0.357325
0.367114,0.223567,0.1294,0.662219,0.797351,-0.615553,1.90078,2.42362,0.000281992,-1.64284,-0.829116,3.98792,0.0924493,-0.920027,-1.31211,-3.32145,-1.61354,0.186153,0.387324
0.252919,0.0730941,-0.0442491,1.22081,0.602658,-0.930798,1.79124,2.34682,0.148777,-1.53368,-0.34661,3.6772,-0.203986,-1.33012,-1.01674,-2.98356,-2.34943,0.319859,0.648727
-0.0394479,-0.716582,0.183752,-0.470451,0.328841,-0.748884,1.9365,2.45935,0.0447698,-1.59595,-0.766439,4.22526,-0.0758009,-1.06123,-0.651477,-2.47477,-1.8167,0.324163,0.950576
0.0548946,-0.293194,-0.0350946,-0.537454,0.145531,-0.619068,1.97117,2.69525,-0.0659599,-1.42773,-0.683517,3.95913,-0.218175,-1.16556,-0.545492,-2.01706,-1.65868,-0.0346574,0.909717
